Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
2467,1554301023677,03/04/2019 14:17:03,1554301023625,1,03/04/2019 15:17:03,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,96,40,2.5,low-high,high,12,fishing,fishing_h,null,95.81999998772517,1554301023517,1554301023421,12
2468,1554301023862,03/04/2019 14:17:03,1554301023782,1,03/04/2019 15:17:03,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,52,40,2.5,low-high,high,12,fishing,fishing_h,null,52.07499995594844,1554301023679,1554301023627,12
2469,1554301024019,03/04/2019 14:17:04,1554301023994,1,03/04/2019 15:17:03,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,107,40,2.5,low-high,high,12,fishing,fishing_h,null,106.58500000135973,1554301023891,1554301023784,12
2470,1554301024208,03/04/2019 14:17:04,1554301024171,1,03/04/2019 15:17:04,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,71,40,2.5,low-high,high,12,fishing,fishing_h,null,70.49499999266118,1554301024067,1554301023996,12
2471,1554301024365,03/04/2019 14:17:04,1554301024336,1,03/04/2019 15:17:04,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,null,null,2.5,low-high,high,12,fishing,fishing_h,null,null,null,1554301024173,12
2472,1554301024429,03/04/2019 14:17:04,1554301024339,1,03/04/2019 15:17:04,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,12
2473,1554301109286,03/04/2019 14:18:29,1554301109100,1,03/04/2019 15:18:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,84758,32,null,low-high,high,null,null,instruction,null,84755.36000001011,1554301109098,1554301024340,12
2474,1554301109382,03/04/2019 14:18:29,1554301109104,1,03/04/2019 15:18:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,1
2475,1554301109382,03/04/2019 14:18:29,1554301109106,1,03/04/2019 15:18:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,1
2476,1554301109382,03/04/2019 14:18:29,1554301109109,1,03/04/2019 15:18:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,1
2477,1554301109382,03/04/2019 14:18:29,1554301109111,1,03/04/2019 15:18:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,1
2478,1554301110977,03/04/2019 14:18:30,1554301110307,1,03/04/2019 15:18:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1094,40,2.5,low-high,high,22,fishing,fishing_h,null,1093.8350000069477,1554301110205,1554301109111,1
2479,1554301111074,03/04/2019 14:18:31,1554301110452,1,03/04/2019 15:18:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,39,40,2.5,low-high,high,22,fishing,fishing_h,null,39.22500001499429,1554301110348,1554301110309,1
2480,1554301111074,03/04/2019 14:18:31,1554301110590,1,03/04/2019 15:18:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,33,40,2.5,low-high,high,22,fishing,fishing_h,null,32.16000000247732,1554301110486,1554301110453,1
2481,1554301111074,03/04/2019 14:18:31,1554301110737,1,03/04/2019 15:18:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,44,40,2.5,low-high,high,22,fishing,fishing_h,null,43.825000000651926,1554301110635,1554301110591,1
2482,1554301111074,03/04/2019 14:18:31,1554301110883,1,03/04/2019 15:18:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,42,40,2.5,low-high,high,22,fishing,fishing_h,null,41.81999998399988,1554301110780,1554301110738,1
2483,1554301111149,03/04/2019 14:18:31,1554301111070,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,2.5,low-high,high,22,fishing,fishing_h,null,82.7250000438653,1554301110967,1554301110884,1
2484,1554301111272,03/04/2019 14:18:31,1554301111226,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,52,40,2.5,low-high,high,22,fishing,fishing_h,null,51.979999989271164,1554301111123,1554301111071,1
2485,1554301111433,03/04/2019 14:18:31,1554301111375,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,45,40,2.5,low-high,high,22,fishing,fishing_h,null,45.440000016242266,1554301111273,1554301111228,1
2486,1554301111584,03/04/2019 14:18:31,1554301111537,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,56,40,2.5,low-high,high,22,fishing,fishing_h,null,55.68500002846122,1554301111433,1554301111377,1
2487,1554301111710,03/04/2019 14:18:31,1554301111680,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,38,40,2.5,low-high,high,22,fishing,fishing_h,null,38.06499997153878,1554301111577,1554301111539,1
2488,1554301112788,03/04/2019 14:18:32,1554301111883,1,03/04/2019 15:18:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,96,40,2.5,low-high,high,22,fishing,fishing_h,null,96.30500001367182,1554301111779,1554301111683,1
2489,1554301113944,03/04/2019 14:18:33,1554301112049,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,58,40,2.5,low-high,high,22,fishing,fishing_h,null,57.945000007748604,1554301111943,1554301111885,1
2490,1554301113944,03/04/2019 14:18:33,1554301112223,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,2.5,low-high,high,22,fishing,fishing_h,null,67.5700000138022,1554301112118,1554301112050,1
2491,1554301113944,03/04/2019 14:18:33,1554301112389,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,62,40,2.5,low-high,high,22,fishing,fishing_h,null,61.80500000482425,1554301112286,1554301112224,1
2492,1554301113944,03/04/2019 14:18:33,1554301112569,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,75,40,2.5,low-high,high,22,fishing,fishing_h,null,74.29999997839332,1554301112464,1554301112389,1
2493,1554301113944,03/04/2019 14:18:33,1554301112742,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,66,40,2.5,low-high,high,22,fishing,fishing_h,null,65.38999994518235,1554301112636,1554301112570,1
2494,1554301114241,03/04/2019 14:18:34,1554301112861,1,03/04/2019 15:18:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,15,40,2.5,low-high,high,22,fishing,fishing_h,null,14.620000030845404,1554301112758,1554301112743,1
2495,1554301114241,03/04/2019 14:18:34,1554301113040,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,76,40,2.5,low-high,high,22,fishing,fishing_h,null,75.87999996030703,1554301112938,1554301112862,1
2496,1554301114241,03/04/2019 14:18:34,1554301113184,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,39,40,2.5,low-high,high,22,fishing,fishing_h,null,38.69499999564141,1554301113080,1554301113041,1
2497,1554301114241,03/04/2019 14:18:34,1554301113325,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,35,40,2.5,low-high,high,22,fishing,fishing_h,null,34.500000008847564,1554301113220,1554301113185,1
2498,1554301114241,03/04/2019 14:18:34,1554301113471,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,41,40,2.5,low-high,high,22,fishing,fishing_h,null,41.06000001775101,1554301113367,1554301113326,1
2499,1554301114241,03/04/2019 14:18:34,1554301113613,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,37,40,2.5,low-high,high,22,fishing,fishing_h,null,36.674999981187284,1554301113509,1554301113472,1
2500,1554301114241,03/04/2019 14:18:34,1554301113786,1,03/04/2019 15:18:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,2.5,low-high,high,22,fishing,fishing_h,null,65.0799999712035,1554301113680,1554301113615,1
2501,1554301114366,03/04/2019 14:18:34,1554301114119,1,03/04/2019 15:18:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,226,40,2.5,low-high,high,22,fishing,fishing_h,null,225.9399999747984,1554301114014,1554301113788,1
2502,1554301114684,03/04/2019 14:18:34,1554301114493,1,03/04/2019 15:18:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,266,40,2.5,low-high,high,22,fishing,fishing_h,null,265.60499996412545,1554301114386,1554301114120,1
2503,1554301114835,03/04/2019 14:18:34,1554301114660,1,03/04/2019 15:18:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,2.5,low-high,high,22,fishing,fishing_h,null,60.07500004488975,1554301114556,1554301114496,1
2504,1554301114913,03/04/2019 14:18:34,1554301114834,1,03/04/2019 15:18:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,69,40,2.5,low-high,high,22,fishing,fishing_h,null,69.28499997593462,1554301114731,1554301114662,1
2505,1554301115087,03/04/2019 14:18:35,1554301115006,1,03/04/2019 15:18:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,2.5,low-high,high,22,fishing,fishing_h,null,67.63999996474013,1554301114903,1554301114835,1
2506,1554301115428,03/04/2019 14:18:35,1554301115187,1,03/04/2019 15:18:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,72,40,2.5,low-high,high,22,fishing,fishing_h,null,72.23500002874061,1554301115081,1554301115009,1
2507,1554301115553,03/04/2019 14:18:35,1554301115381,1,03/04/2019 15:18:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,85,40,2.5,low-high,high,22,fishing,fishing_h,null,84.89499997813255,1554301115274,1554301115189,1
2508,1554301115647,03/04/2019 14:18:35,1554301115623,1,03/04/2019 15:18:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,139,40,2.5,low-high,high,22,fishing,fishing_h,null,139.15000000270084,1554301115521,1554301115382,1
2509,1554301115850,03/04/2019 14:18:35,1554301115821,1,03/04/2019 15:18:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,89,40,2.5,low-high,high,22,fishing,fishing_h,null,88.19999999832362,1554301115714,1554301115625,1
2510,1554301116053,03/04/2019 14:18:36,1554301116018,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,87,40,2.5,low-high,high,22,fishing,fishing_h,null,87.21500000683591,1554301115910,1554301115823,1
2511,1554301116257,03/04/2019 14:18:36,1554301116197,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,2.5,low-high,high,22,fishing,fishing_h,null,69.46999998763204,1554301116091,1554301116021,1
2512,1554301116429,03/04/2019 14:18:36,1554301116385,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,80,40,2.5,low-high,high,22,fishing,fishing_h,null,79.59999999729916,1554301116279,1554301116199,1
2513,1554301116600,03/04/2019 14:18:36,1554301116566,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,77,40,2.5,low-high,high,22,fishing,fishing_h,null,76.63000002503395,1554301116464,1554301116387,1
2514,1554301116803,03/04/2019 14:18:36,1554301116768,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,97,40,2.5,low-high,high,22,fishing,fishing_h,null,96.88999998616055,1554301116665,1554301116568,1
2515,1554301116991,03/04/2019 14:18:36,1554301116958,1,03/04/2019 15:18:36,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,85,40,2.5,low-high,high,22,fishing,fishing_h,null,84.85500002279878,1554301116855,1554301116770,1
2516,1554301117180,03/04/2019 14:18:37,1554301117146,1,03/04/2019 15:18:37,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,80,40,2.5,low-high,high,22,fishing,fishing_h,null,79.230000032112,1554301117041,1554301116961,1
2517,1554301117452,03/04/2019 14:18:37,1554301117348,1,03/04/2019 15:18:37,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,94,40,2.5,low-high,high,22,fishing,fishing_h,null,92.96499995980412,1554301117242,1554301117148,1
2518,1554301117607,03/04/2019 14:18:37,1554301117539,1,03/04/2019 15:18:37,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,2.5,low-high,high,22,fishing,fishing_h,null,83.33499997388572,1554301117434,1554301117351,1
2519,1554301117732,03/04/2019 14:18:37,1554301117695,1,03/04/2019 15:18:37,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,47,40,2.5,low-high,high,22,fishing,fishing_h,null,46.65999999269843,1554301117588,1554301117541,1
2520,1554301117873,03/04/2019 14:18:37,1554301117847,1,03/04/2019 15:18:37,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,45,40,2.5,low-high,high,22,fishing,fishing_h,null,44.48500002035871,1554301117742,1554301117697,1
2521,1554301118248,03/04/2019 14:18:38,1554301118018,1,03/04/2019 15:18:38,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,2.5,low-high,high,22,fishing,fishing_h,null,64.49000001884997,1554301117913,1554301117848,1
2522,1554301118310,03/04/2019 14:18:38,1554301118178,1,03/04/2019 15:18:38,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,50,40,2.5,low-high,high,22,fishing,fishing_h,null,49.334999988786876,1554301118070,1554301118020,1
2523,1554301118435,03/04/2019 14:18:38,1554301118341,1,03/04/2019 15:18:38,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,55,40,2.5,low-high,high,22,fishing,fishing_h,null,55.15999998897314,1554301118234,1554301118179,1
2524,1554301118763,03/04/2019 14:18:38,1554301118715,1,03/04/2019 15:18:38,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,266,40,2.5,low-high,high,22,fishing,fishing_h,null,265.5699999886565,1554301118608,1554301118342,1
2525,1554301118938,03/04/2019 14:18:38,1554301118888,1,03/04/2019 15:18:38,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,66,40,2.5,low-high,high,22,fishing,fishing_h,null,65.17499999608845,1554301118783,1554301118717,1
2526,1554301119109,03/04/2019 14:18:39,1554301119055,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,2.5,low-high,high,22,fishing,fishing_h,null,62.32999998610467,1554301118952,1554301118889,1
2527,1554301119263,03/04/2019 14:18:39,1554301119227,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,2.5,low-high,high,22,fishing,fishing_h,null,63.254999986384064,1554301119120,1554301119057,1
2528,1554301119420,03/04/2019 14:18:39,1554301119391,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,2.5,low-high,high,22,fishing,fishing_h,null,56.44000001484528,1554301119285,1554301119228,1
